2026-03-05 02:21:09,203 | INFO | __main__ | Max Selectivity(SB): 1.6368 at i 19
2026-03-05 02:21:09,203 | INFO | __main__ | Running optimization loop for file: 0004.npz | Measurand: abs
2026-03-05 02:21:09,447 | INFO | __main__ | Best Product : 0.3521 at index 9
2026-03-05 02:21:09,448 | INFO | __main__ | [DIGSSOptimizer] Using L2 regularization (weight=0)
2026-03-05 02:21:09,843 | INFO | __main__ | Early stopping at epoch 170
2026-03-05 02:21:09,843 | INFO | __main__ | Optimized Window: [0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2026-03-05 02:21:09,844 | INFO | __main__ | Best Selectivity: 0.9973923563957214
2026-03-05 02:21:09,844 | INFO | __main__ | Best SNR: 0.05545748025178909
2026-03-05 02:21:09,844 | INFO | __main__ | Best Final Metric: 0.0553128682076931
2026-03-05 02:21:09,844 | INFO | __main__ | Total Epochs: 170
2026-03-05 02:21:11,284 | INFO | __main__ | Evaluation Results: 0.09590385634471323
2026-03-05 02:21:11,284 | INFO | __main__ | Evaluator log: {'final_metric': 0.09590385634471323, 'fetal_ac_energy': 9.717663488117978e-05, 'maternal_ac_energy': 5.090490049042273e-06, 'baseline_noise_std': 0.4491030336694178, 'maternal_ac_amp': 0.0022562114371313417}
2026-03-05 02:21:11,284 | INFO | __main__ | Max SNR(SB): 0.2014 at i 3
2026-03-05 02:21:11,285 | INFO | __main__ | Max Selectivity(SB): 2.5634 at i 9
2026-03-05 02:21:11,285 | INFO | __main__ | Running optimization loop for file: 0005.npz | Measurand: abs
2026-03-05 02:21:11,532 | INFO | __main__ | Best Product : 0.1158 at index 7
2026-03-05 02:21:11,533 | INFO | __main__ | [DIGSSOptimizer] Using L2 regularization (weight=0)
2026-03-05 02:21:11,870 | INFO | __main__ | Early stopping at epoch 139
2026-03-05 02:21:11,871 | INFO | __main__ | Optimized Window: [0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2026-03-05 02:21:11,871 | INFO | __main__ | Best Selectivity: 0.9961250424385071
2026-03-05 02:21:11,871 | INFO | __main__ | Best SNR: 0.08108575642108917
2026-03-05 02:21:11,871 | INFO | __main__ | Best Final Metric: 0.0807715505361557
2026-03-05 02:21:11,872 | INFO | __main__ | Total Epochs: 139
2026-03-05 02:21:13,388 | INFO | __main__ | Evaluation Results: 0.03300973622291773
2026-03-05 02:21:13,388 | INFO | __main__ | Evaluator log: {'final_metric': 0.03300973622291773, 'fetal_ac_energy': 4.893329332844587e-07, 'maternal_ac_energy': 2.2253669129668197e-08, 'baseline_noise_std': 0.09937143892229533, 'maternal_ac_amp': 0.00014917663734535712}
2026-03-05 02:21:13,388 | INFO | __main__ | Max SNR(SB): 0.0441 at i 7
2026-03-05 02:21:13,388 | INFO | __main__ | Max Selectivity(SB): 2.6286 at i 7
2026-03-05 02:21:13,388 | INFO | __main__ | Running optimization loop for file: 0006.npz | Measurand: abs
2026-03-05 02:21:13,654 | INFO | __main__ | Best Product : 0.1006 at index 3
2026-03-05 02:21:13,654 | INFO | __main__ | [DIGSSOptimizer] Using L2 regularization (weight=0)
2026-03-05 02:21:14,104 | INFO | __main__ | Early stopping at epoch 188
2026-03-05 02:21:14,104 | INFO | __main__ | Optimized Window: [0.         0.         0.         0.95971304 0.         0.
 0.04028695 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.        ]
